pricingdate,priceclose,r1,signal
2001-04-23,247.3383333683014,-0.013573085688906916,0
2001-04-24,247.66499948501587,0.0013207257939595873,1
2001-04-25,250.25749969482422,0.010467769831018048,1
2001-04-26,252.8191659450531,0.010236121807948528,1
2001-04-27,254.4516658782959,0.006457184237359526,1
2001-04-30,255.8983325958252,0.005685428360375777,1
2001-05-01,260.15916681289673,0.01665049621015413,1
2001-05-02,258.4116668701172,-0.006717041587223083,0
2001-05-03,252.6308355331421,-0.022370628257588177,0
2001-05-04,258.7866621017456,0.024366885204700095,1
2001-05-07,255.99832963943481,-0.010774637454903035,0
2001-05-08,254.07917022705078,-0.007496765369864322,0
2001-05-09,253.33000087738037,-0.0029485665786807003,0
2001-05-10,251.02666902542114,-0.0090922190185998,0
2001-05-11,249.62166929244995,-0.005597013809034435,0
2001-05-14,250.44000339508057,0.0032782975330234443,1
2001-05-15,251.37583303451538,0.003736741841352309,1
2001-05-16,259.93916511535645,0.03406585262182005,1
2001-05-17,264.8191661834717,0.01877362753684908,1
2001-05-18,264.5749969482422,-0.0009220225210599953,0
2001-05-21,272.611665725708,0.030375768194898622,1
2001-05-22,273.7849979400635,0.004304042569975852,1
2001-05-23,271.67250204086304,-0.00771589354820279,0
2001-05-24,274.8791618347168,0.0118034021469402,1
2001-05-25,273.05916929244995,-0.006621064070914118,0
2001-05-29,271.025830745697,-0.0074465126075849986,0
2001-05-30,267.8483319282532,-0.011723970400538297,0
2001-05-31,270.2700004577637,0.009041193245732826,1
2001-06-01,272.06833028793335,0.006653827014185154,1
2001-06-04,275.9058337211609,0.014104925145702385,1
2001-06-05,282.2791666984558,0.023099667344243402,1
2001-06-06,279.3833327293396,-0.01025875909648577,0
2001-06-07,278.76916885375977,-0.002198283876063689,0
2001-06-08,274.2758297920227,-0.016118493591715022,0
2001-06-11,271.2275013923645,-0.011114097811570467,0
2001-06-12,271.2558341026306,0.00010446105251382676,1
2001-06-13,270.20666694641113,-0.0038678141603492033,0
2001-06-14,264.54416513442993,-0.020956188372303286,0
2001-06-15,267.08916664123535,0.009620327499992865,1
2001-06-18,264.9908356666565,-0.007856293839867412,0
2001-06-19,264.7325015068054,-0.0009748795998969495,0
2001-06-20,271.82333183288574,0.026784887710125105,1
2001-06-21,271.01916885375977,-0.002958403069021176,0
2001-06-22,266.7033324241638,-0.015924469283295384,0
2001-06-25,262.7325048446655,-0.0148885562973885,0
2001-06-26,265.64083671569824,0.011069554841538265,1
2001-06-27,268.63833236694336,0.011284016750983117,1
2001-06-28,273.3800001144409,0.01765074889245799,1
2001-06-29,276.87083435058594,0.012769164659754528,1
2001-07-02,273.53833293914795,-0.012036303568248807,0
2001-07-03,275.0133333206177,0.0053922986428298625,1
2001-07-05,272.0575017929077,-0.010747957170003763,0
2001-07-06,270.19750213623047,-0.006836788709811414,0
2001-07-09,269.2724943161011,-0.003423450671512951,0
2001-07-10,265.41083240509033,-0.014341093102801294,0
2001-07-11,265.0500020980835,-0.0013595161272698109,0
2001-07-12,271.3499984741211,0.02376908630887775,1
2001-07-13,274.34916400909424,0.011052756778471728,1
2001-07-16,269.38666343688965,-0.018088265696483363,0
2001-07-17,268.43999767303467,-0.0035141523035224775,0
2001-07-18,269.3574957847595,0.003417888987029327,1
2001-07-19,273.5916647911072,0.01571951429831797,1
2001-07-20,272.39500188827515,-0.004373901170365402,0
2001-07-23,271.08416509628296,-0.004812264479543749,0
2001-07-24,265.82750511169434,-0.019391246931452333,0
2001-07-25,268.60166454315186,0.010435938261136313,1
2001-07-26,275.1608304977417,0.024419677241188875,1
2001-07-27,278.1241693496704,0.01076947924080729,1
2001-07-30,276.598331451416,-0.005486175120350767,0
2001-07-31,275.9591631889343,-0.0023108174916591784,0
2001-08-01,278.0599989891052,0.007612850306885965,1
2001-08-02,277.55250215530396,-0.0018251342719063368,0
2001-08-03,278.22833728790283,0.0024349812282387084,1
2001-08-06,274.85166788101196,-0.012136324573570612,0
2001-08-07,272.60500288009644,-0.00817409993629059,0
2001-08-08,268.28916597366333,-0.015831833094902548,0
2001-08-09,268.59750175476074,0.001149266613053257,1
2001-08-10,270.3008351325989,0.006341583100029524,1
2001-08-13,273.3949956893921,0.011447099507758907,1
2001-08-14,275.70916509628296,0.008464563885141496,1
2001-08-15,274.5799980163574,-0.004095500704632715,0
2001-08-16,273.34916639328003,-0.00448259753794622,0
2001-08-17,271.8616695404053,-0.005441746439184714,0
2001-08-20,273.431667804718,0.005774989416370779,1
2001-08-21,272.6708335876465,-0.0027825387716792216,0
2001-08-22,273.8208312988281,0.004217531065022984,1
2001-08-23,277.9008355140686,0.014900269624803952,1
2001-08-24,279.93083000183105,0.007304744096962912,1
2001-08-27,277.9050006866455,-0.007236892467943901,0
2001-08-28,275.4541721343994,-0.008818943690076075,0
2001-08-29,274.9458351135254,-0.0018454504316819387,0
2001-08-30,271.9699983596802,-0.010823356362595904,0
2001-08-31,272.87750148773193,0.0033367766059679838,1
2001-09-04,272.78583002090454,-0.00033594366090128336,0
2001-09-05,269.543333530426,-0.011886601625275106,0
2001-09-06,264.84249782562256,-0.017439999881402546,0
2001-09-07,261.1008367538452,-0.014127872612955561,0
2001-09-10,256.9641671180725,-0.015843187969836303,0
2001-09-17,250.15333461761475,-0.026504989301984083,0
2001-09-18,249.93499660491943,-0.0008728167187099789,0
2001-09-19,245.81749773025513,-0.01647427903493237,0
2001-09-20,241.25083303451538,-0.01857745985499748,0
2001-09-21,237.27999877929688,-0.016459359767891035,0
2001-09-24,234.38999843597412,-0.012179704813682357,0
2001-09-25,233.3450002670288,-0.004458373548011152,0
2001-09-26,232.76999950408936,-0.002464165772917526,0
2001-09-27,233.55249881744385,0.0033616845599586664,1
2001-09-28,238.173330783844,0.01978498191968403,1
2001-10-01,233.91499996185303,-0.017879125290713782,0
2001-10-02,238.58916807174683,0.01998233593679788,1
2001-10-03,240.06833505630493,0.006199640145077012,1
2001-10-04,242.18332958221436,0.008809968734166285,1
2001-10-05,244.45833683013916,0.009393740072239476,1
2001-10-08,243.11333417892456,-0.005501970882462404,0
2001-10-09,243.53249835968018,0.0017241513394206098,1
2001-10-10,248.100830078125,0.018758612296982724,1
2001-10-11,252.27666473388672,0.016831199857117785,1
2001-10-12,251.21333169937134,-0.00421494804379563,0
2001-10-15,254.02166509628296,0.011179077869451604,1
2001-10-16,257.88666439056396,0.01521523486123133,1
2001-10-17,251.06500482559204,-0.026452160995190765,0
2001-10-18,250.27499961853027,-0.0031466161825721706,0
2001-10-19,251.88916873931885,0.006449581952847394,1
2001-10-22,256.1558313369751,0.016938650514472187,1
2001-10-23,254.48166131973267,-0.0065357482142971435,0
2001-10-24,257.08250093460083,0.010220145535754233,1
2001-10-25,260.49000215530396,0.013254504714694582,1
2001-10-26,261.85166358947754,0.005227307854071661,1
2001-10-29,257.0333342552185,-0.018400988056402223,0
2001-10-30,252.43332958221436,-0.017896529593459776,0
2001-10-31,252.74416828155518,0.001231369486173861,1
2001-11-01,256.7466678619385,0.015836169861393357,1
2001-11-02,256.65583419799805,-0.00035378711901834503,0
2001-11-05,261.61583709716797,0.01932550224182128,1
2001-11-06,264.39750385284424,0.010632639011999512,1
2001-11-07,262.07999897003174,-0.00876522981133121,0
2001-11-08,260.33833408355713,-0.0066455467541182145,0
2001-11-09,259.5350008010864,-0.003085727982775177,0
2001-11-12,259.4316711425781,-0.00039813380927178343,0
2001-11-13,262.59500312805176,0.012193314607818806,1
2001-11-14,263.8516654968262,0.004785553242845353,1
2001-11-15,263.1599979400635,-0.0026214257751995262,0
2001-11-16,262.0866641998291,-0.004078635615732296,0
2001-11-19,267.00417137145996,0.01876290495987032,1
2001-11-20,263.78333377838135,-0.012062873686710107,0
2001-11-21,262.45833015441895,-0.005023075586252146,0
2001-11-23,263.8950023651123,0.005473905933365053,1
2001-11-26,265.1316680908203,0.0046862036591241996,1
2001-11-27,265.64833545684814,0.0019487199313017456,1
2001-11-28,261.39333152770996,-0.016017431172006602,0
2001-11-29,263.87499618530273,0.00949398610549368,1
2001-11-30,265.49582958221436,0.006142428878609607,1
2001-12-03,264.2891674041748,-0.004544938351530248,0
2001-12-04,269.651668548584,0.02029027976091191,1
2001-12-05,274.3775053024292,0.017525709294818448,1
2001-12-06,274.7900047302246,0.0015034010435392986,1
2001-12-07,273.43667125701904,-0.0049249734339289475,0
2001-12-10,267.8016662597656,-0.020608080735289303,0
2001-12-11,268.6308355331421,0.003096206550754488,1
2001-12-12,268.3850030899048,-0.00091513114177455,0
2001-12-13,267.43583488464355,-0.00353659181524113,0
2001-12-14,265.93416595458984,-0.00561506250911159,0
2001-12-17,268.6708335876465,0.010290771113343755,1
2001-12-18,268.4241695404053,-0.00091809015495814,0
2001-12-19,266.29999828338623,-0.007913487301296485,0
2001-12-20,263.7641706466675,-0.009522447063706752,0
2001-12-21,264.1341667175293,0.001402753338160867,1
2001-12-24,265.0791664123535,0.0035777260722003046,1
2001-12-26,265.9516658782959,0.0032914675179909203,1
2001-12-27,266.98333644866943,0.0038791656633037075,1
2001-12-28,270.9008369445801,0.01467320226056068,1
2001-12-31,268.376669883728,-0.00931767907888903,0
2002-01-02,267.31916904449463,-0.003940360537641241,0
2002-01-03,269.57000160217285,0.008420019281533797,1
2002-01-04,272.6366672515869,0.01137613841001417,1
2002-01-07,268.97416496276855,-0.0134336379832527,0
2002-01-08,266.5725030899048,-0.00892896859888459,0
2002-01-09,264.3666696548462,-0.008274797323393313,0
2002-01-10,264.0966682434082,-0.0010213141156958372,0
2002-01-11,260.8441677093506,-0.012315568218603579,0
2002-01-14,258.12916469573975,-0.01040852489612143,0
2002-01-15,260.6508312225342,0.00976901052528012,1
2002-01-16,258.3575019836426,-0.008798472761952003,0
2002-01-17,260.51416969299316,0.008347610163405017,1
2002-01-18,258.0241651535034,-0.009558038790842494,0
2002-01-22,260.13249588012695,0.008171059192728203,1
2002-01-23,261.1791658401489,0.004023603266023024,1
2002-01-24,264.92333221435547,0.014335624214751208,1
2002-01-25,266.04500007629395,0.0042339338425312345,1
2002-01-28,269.73000049591064,0.013851041810821307,1
2002-01-29,265.96916675567627,-0.013942956783894678,0
2002-01-30,265.69249629974365,-0.0010402350742662048,0
2002-01-31,268.68583393096924,0.011266173011708291,1
2002-02-01,267.7708330154419,-0.0034054676502313086,0
2002-02-04,265.9458312988281,-0.0068155358672261634,0
2002-02-05,264.74499702453613,-0.0045153340754670035,0
2002-02-06,264.29583168029785,-0.0016965961558723652,0
2002-02-07,267.85916900634766,0.013482381857464087,1
2002-02-08,271.7125024795532,0.01438566948258635,1
2002-02-11,276.6741666793823,0.0182607136386832,1
2002-02-12,276.56750106811523,-0.00038552790290213856,0
2002-02-13,277.80666637420654,0.004480516695944292,1
2002-02-14,278.81167125701904,0.0036176413472337465,1
2002-02-15,278.3858337402344,-0.001527330311764885,0
2002-02-19,271.51500034332275,-0.024680973541645446,0
2002-02-20,277.68500232696533,0.02272435031523412,1
2002-02-21,275.53916931152344,-0.007727579802510376,0
2002-02-22,275.1024990081787,-0.0015847848581230783,0
2002-02-25,278.79499530792236,0.01342225647915285,1
2002-02-26,280.50999641418457,0.006151477376299397,1
2002-02-27,282.895001411438,0.008502388605544864,1
2002-02-28,280.848331451416,-0.007234733557717865,0
2002-03-01,284.4799995422363,0.012931065219622173,1
2002-03-04,291.2966661453247,0.023961848334003166,1
2002-03-05,288.9783363342285,-0.007958655489519462,0
2002-03-06,295.1566677093506,0.021379911911376892,1
2002-03-07,292.5108289718628,-0.008964184200958791,0
2002-03-08,293.5383348464966,0.0035127105490260213,1
2002-03-11,298.8391647338867,0.01805839053410918,1
2002-03-12,296.86999702453613,-0.006589389684260816,0
2002-03-13,297.09166526794434,0.0007466845610197836,1
2002-03-14,300.12749671936035,0.010218500908391492,1
2002-03-15,304.975830078125,0.016154245818063684,1
2002-03-18,305.5041675567627,0.0017323913127882395,1
2002-03-19,305.55999660491943,0.00018274398219575438,1
2002-03-20,300.5666723251343,-0.016341551038310143,0
2002-03-21,302.7783365249634,0.007358314821533707,1
2002-03-22,300.1775007247925,-0.008589900552401164,0
2002-03-25,296.0541658401489,-0.013736322258289135,0
2002-03-26,298.67999935150146,0.0088694361178836,1
2002-03-27,300.25,0.005256463947727719,1
2002-03-28,300.19500255584717,-0.0001831721703674516,0
2002-04-01,301.71499729156494,0.005063357893291265,1
2002-04-02,300.24999809265137,-0.004855573014482473,0
2002-04-03,297.4158344268799,-0.00943934615745412,0
2002-04-04,295.3141670227051,-0.007066427408697673,0
2002-04-05,295.4341707229614,0.0004063594424412731,1
2002-04-08,298.4200019836426,0.010106587377399334,1
2002-04-09,296.0908308029175,-0.007805010271572765,0
2002-04-10,301.97249841690063,0.019864403088855065,1
2002-04-11,297.8241639137268,-0.013737457963627797,0
2002-04-12,301.5916690826416,0.012650099036309648,1
2002-04-15,300.47333240509033,-0.003708115283664659,0
2002-04-16,303.8008370399475,0.011074209508786348,1
2002-04-17,301.6991710662842,-0.006917907120140621,0
2002-04-18,303.30666971206665,0.00532815068765724,1
2002-04-19,304.3758339881897,0.003525027250927293,1
2002-04-22,297.74499797821045,-0.02178502781609315,0
2002-04-23,296.8299994468689,-0.0030730945525691,0
2002-04-24,289.7124996185303,-0.023978370924777836,0
2002-04-25,288.83249950408936,-0.0030374944664094405,0
2002-04-26,284.87250089645386,-0.013710363669028336,0
2002-04-29,283.92749786376953,-0.0033172841524209407,0
2002-04-30,290.50000190734863,0.023148529441599397,1
2002-05-01,288.78999948501587,-0.0058864110537188985,0
2002-05-02,288.1999979019165,-0.002043012514808318,0
2002-05-03,289.46750259399414,0.00439800382132205,1
2002-05-06,286.63749837875366,-0.00977658697394379,0
2002-05-07,285.61999797821045,-0.0035497811915686794,0
2002-05-08,292.91499948501587,0.025540933962761025,1
2002-05-09,288.83500480651855,-0.013928937356128879,0
2002-05-10,286.42499923706055,-0.008343883287527443,0
2002-05-13,290.9649953842163,0.015850558293615258,1
2002-05-14,295.4075036048889,0.015268187895957519,1
2002-05-15,294.3450002670288,-0.003596737810970474,0
2002-05-16,292.9424967765808,-0.00476482865065031,0
2002-05-17,293.4600009918213,0.0017665726923710157,1
2002-05-20,290.9225001335144,-0.008646837217102021,0
2002-05-21,290.1099991798401,-0.0027928432943530312,0
2002-05-22,293.71000051498413,0.01240909084595998,1
2002-05-23,300.7800064086914,0.024071382933202434,1
2002-05-24,295.76750326156616,-0.016665014430229053,0
2002-05-28,295.88499641418457,0.00039724834987864277,1
2002-05-29,295.79500007629395,-0.000304159855961883,0
2002-05-30,296.12250423431396,0.0011071997766545216,1
2002-05-31,294.31749868392944,-0.006095469018985056,0
2002-06-03,290.5099992752075,-0.012936707554758176,0
2002-06-04,291.12999534606934,0.002134164305561459,1
2002-06-05,294.00999641418457,0.009892491719005969,1
2002-06-06,290.1974973678589,-0.01296724292651208,0
2002-06-07,289.685001373291,-0.001766024859677584,0
2002-06-10,291.6600031852722,0.006817756537682129,1
2002-06-11,287.034996509552,-0.015857528029931012,0
2002-06-12,289.9925026893616,0.01030364316467991,1
2002-06-13,288.79999828338623,-0.004112190470154098,0
2002-06-14,288.0224962234497,-0.002692181663981885,0
2002-06-17,295.1975040435791,0.024911275730917115,1
2002-06-18,297.7200012207031,0.008545116888087456,1
2002-06-19,296.71249532699585,-0.0033840719117840257,0
2002-06-20,296.417498588562,-0.0009942174430798145,0
2002-06-21,295.2549991607666,-0.003921831313369983,0
2002-06-24,293.99249839782715,-0.004275967440104278,0
2002-06-25,291.79249382019043,-0.0074831997062037026,0
2002-06-26,290.8599991798401,-0.003195745812861639,0
2002-06-27,296.0374994277954,0.017800661014077956,1
2002-06-28,295.52750062942505,-0.001722750662858985,0
2002-07-01,290.46500301361084,-0.01713037739307488,0
2002-07-02,286.9774990081787,-0.01200662375587025,0
2002-07-03,286.2100009918213,-0.002674418792448785,0
2002-07-05,290.0624976158142,0.013460384370366674,1
2002-07-08,287.2275011539459,-0.00977374353861915,0
2002-07-09,284.252498626709,-0.010357652088622271,0
2002-07-10,277.2550048828125,-0.02461717584789236,0
2002-07-11,277.6850028038025,0.0015509113033747024,1
2002-07-12,273.3749990463257,-0.015521197450198754,0
2002-07-15,268.83500051498413,-0.016607219194072043,0
2002-07-16,268.5150008201599,-0.0011903200632775723,0
2002-07-17,271.5325002670288,0.011237731365667303,1
2002-07-18,266.5349988937378,-0.018404800045579872,0
2002-07-19,254.23749828338623,-0.04613840831933047,0
2002-07-22,248.68499660491943,-0.021839821882914,0
2002-07-23,247.24249839782715,-0.005800503555845604,0
2002-07-24,260.5899991989136,0.05398546320952291,1
2002-07-25,263.3875045776367,0.010735275288088708,1
2002-07-26,267.98499822616577,0.017455245858764235,1
2002-07-29,280.5199990272522,0.04677500936267909,1
2002-07-30,283.03500175476074,0.008965502410629211,1
2002-07-31,285.2075023651123,0.007675731258969698,1
2002-08-01,279.5874972343445,-0.019704969484194312,0
2002-08-02,273.3449969291687,-0.02232753741467719,0
2002-08-05,265.267502784729,-0.02955054687367409,0
2002-08-06,274.57999753952026,0.03510605203061212,1
2002-08-07,277.814998626709,0.011781634191045276,1
2002-08-08,284.21499824523926,0.02303691179441958,1
2002-08-09,283.9999957084656,-0.0007564785043052691,0
2002-08-12,286.1000008583069,0.007394384442164004,1
2002-08-13,278.2550015449524,-0.02742047986654772,0
2002-08-14,281.96750020980835,0.013342073437110136,1
2002-08-15,285.4400005340576,0.012315250238646103,1
2002-08-16,286.41999864578247,0.0034332893423880684,1
2002-08-19,288.53499841690063,0.007384260111438001,1
2002-08-20,286.2199993133545,-0.008023287005901603,0
2002-08-21,289.330002784729,0.010865779745774073,1
2002-08-22,287.6899962425232,-0.0056682906246194875,0
2002-08-23,282.46749544143677,-0.018153223502022087,0
2002-08-26,285.5399990081787,0.010877370374740902,1
2002-08-27,284.157497882843,-0.004841707396994521,0
2002-08-28,280.08250284194946,-0.014340621209205762,0
2002-08-29,281.5224995613098,0.005141330517790088,1
2002-08-30,283.44749641418457,0.006837808188952632,1
2002-09-03,275.4624981880188,-0.02817099578292903,0
2002-09-04,277.62249279022217,0.00784133817275201,1
2002-09-05,273.8949933052063,-0.013426503910230592,0
2002-09-06,278.59249782562256,0.01715074986851528,1
2002-09-09,283.1574959754944,0.016385933524775576,1
2002-09-10,282.0125050544739,-0.004043653928623492,0
2002-09-11,281.4875020980835,-0.0018616300588832901,0
2002-09-12,279.10000133514404,-0.008481729189196985,0
2002-09-13,279.37000370025635,0.0009674036682933984,1
2002-09-16,278.66249895095825,-0.0025325007693280943,0
2002-09-17,273.2374930381775,-0.019468015729434462,0
2002-09-18,274.68000173568726,0.005279321960797834,1
2002-09-19,269.74249792099,-0.017975476130397072,0
2002-09-20,272.87000370025635,0.011594412461407577,1
2002-09-23,270.5199975967407,-0.008612181887522774,0
2002-09-24,265.3974976539612,-0.01893575332059394,0
2002-09-25,267.11750316619873,0.006480865597610741,1
2002-09-26,272.01999950408936,0.01835333244650883,1
2002-09-27,267.6950044631958,-0.015899548006684472,0
2002-09-30,265.1124987602234,-0.009647194231924727,0
2002-10-01,270.880003452301,0.021754933166293178,1
2002-10-02,263.1575016975403,-0.028508939959905888,0
2002-10-03,259.07750368118286,-0.015504015618170608,0
2002-10-04,254.21249628067017,-0.01877819313289164,0
2002-10-07,250.9925000667572,-0.01266655361567215,0
2002-10-08,249.34999918937683,-0.006544023733551896,0
2002-10-09,240.91000080108643,-0.033847998458906625,0
2002-10-10,251.739999294281,0.04495454093720519,1
2002-10-11,257.68000078201294,0.023595779392960647,1
2002-10-14,256.43750262260437,-0.004821864931844999,0
2002-10-15,260.885000705719,0.017343399610547428,1
2002-10-16,258.3050000667572,-0.009889417298743264,0
2002-10-17,261.3549976348877,0.0118077372383123,1
2002-10-18,262.7000002861023,0.005146267197436716,1
2002-10-21,268.45500087738037,0.021907120612906006,1
2002-10-22,260.55499839782715,-0.02942765995691632,0
2002-10-23,265.175000667572,0.017731389910589312,1
2002-10-24,261.51249837875366,-0.013811642423298132,0
2002-10-25,264.3250002861023,0.01075475139729365,1
2002-10-28,260.90500354766846,-0.012938604879341953,0
2002-10-29,260.7249975204468,-0.000689929379559806,0
2002-10-30,262.59499979019165,0.007172316761066222,1
2002-10-31,260.1250042915344,-0.009406102555763463,0
2002-11-01,260.77500343322754,0.0024987953136739183,1
2002-11-04,257.31749868392944,-0.01325857426432131,0
2002-11-05,257.91499853134155,0.002322033481858332,1
2002-11-06,261.7774991989136,0.014975866814905814,1
2002-11-07,256.6525001525879,-0.019577691214902382,0
2002-11-08,255.2950005531311,-0.005289251414460017,0
2002-11-11,250.26249837875366,-0.019712497947370067,0
2002-11-12,251.08499765396118,0.003286546248582267,1
2002-11-13,249.39250087738037,-0.006740732391002369,0
2002-11-14,251.1974973678589,0.007237573239485595,1
2002-11-15,251.64999437332153,0.0018013595286738848,1
2002-11-18,249.26749801635742,-0.009467500140014629,0
2002-11-19,250.15750408172607,0.0035704858132377115,1
2002-11-20,253.77750253677368,0.014470876931458987,1
2002-11-21,259.8449969291687,0.023908716618864956,1
2002-11-22,261.14499950408936,0.0050029925158614486,1
2002-11-25,261.78000354766846,0.002431614791724712,1
2002-11-26,258.1449980735779,-0.013885726277135801,0
2002-11-27,263.92999792099,0.02240988549297107,1
2002-11-29,263.7999973297119,-0.0004925570882511332,0
2002-12-02,262.38249921798706,-0.005373381827419754,0
2002-12-03,257.9375,-0.01694091348026283,0
2002-12-04,255.72000169754028,-0.008597037276315889,0
2002-12-05,253.5974988937378,-0.008300104761898686,0
2002-12-06,255.41250133514404,0.007157020275530224,1
2002-12-09,250.46499872207642,-0.019370636077737147,0
2002-12-10,251.7649998664856,0.005190350552141121,1
2002-12-11,252.0250005722046,0.0010327118775719235,1
2002-12-12,251.53749322891235,-0.0019343610442829062,0
2002-12-13,246.0400037765503,-0.021855546788641433,0
2002-12-16,251.13500022888184,0.02070800021999153,1
2002-12-17,252.48500108718872,0.005375598212421728,1
2002-12-18,251.12999725341797,-0.005366670605921775,0
2002-12-19,249.79499912261963,-0.005315964422407005,0
2002-12-20,250.86750173568726,0.004293531162892217,1
2002-12-23,253.0425009727478,0.008669912292394555,1
2002-12-24,253.28750038146973,0.0009682144611284915,1
2002-12-26,253.1999979019165,-0.0003454670262900139,0
2002-12-27,251.4574966430664,-0.006881916561172763,0
2002-12-30,251.43750047683716,-7.952105821540378e-05,0
2002-12-31,251.71249771118164,0.001093700159375377,1
2003-01-02,258.9675016403198,0.02882258129853632,1
2003-01-03,259.76249742507935,0.003069866989965808,1
2003-01-06,262.54749727249146,0.010721331504811804,1
2003-01-07,256.0450019836426,-0.02476692924671109,0
2003-01-08,253.4475016593933,-0.010144702314537679,0
2003-01-09,255.0499973297119,0.0063227913466363805,1
2003-01-10,258.4925012588501,0.013497369006783222,1
2003-01-13,256.3150029182434,-0.008423835623866616,0
2003-01-14,255.3925004005432,-0.0035990968425458902,0
2003-01-15,252.4700002670288,-0.011443171310555056,0
2003-01-16,251.56249904632568,-0.0035944913048809868,0
2003-01-17,247.08250093460083,-0.01780868821349979,0
2003-01-21,244.1200008392334,-0.011989922734963576,0
2003-01-22,244.04749822616577,-0.0002969957923085742,0
2003-01-23,249.07999801635742,0.020620984958952038,1
2003-01-24,243.33000230789185,-0.023084935579965604,0
2003-01-27,239.73499965667725,-0.014774185744122703,0
2003-01-28,242.47500038146973,0.011429289543522625,1
2003-01-29,242.55500268936157,0.000329940438255516,1
2003-01-30,238.67250537872314,-0.016006667632457394,0
2003-01-31,241.32999753952026,0.011134471298150705,1
2003-02-03,241.9499969482422,0.002569093834347669,1
2003-02-04,242.93500089645386,0.004071105437634559,1
2003-02-05,241.2475028038025,-0.006946294631997585,0
2003-02-06,241.08000135421753,-0.0006943137136684596,0
